id,obs_id,choice,chosen_alt,avail_car,avail_bus,avail_rail,avail_taxi,avail_cycling,avail_walking,car_travel_time_min,bus_ivt_time_min,rail_ivt_time_min,taxi_travel_time_min,cycling_travel_time_min,walking_travel_time_min,total_car_cost,bus_cost_total_per_leg,rail_cost_total_per_leg,taxi_cost,ovt_bus_min,ovt_rail_min,city,hh_size,purpose,income_perso,income_hh,age,education,female,british_origin,occ,n_car
73260,5064,2,bus,0,1,1,1,0,0,21.9333333333333,26.85,19.1166666666667,21.9333333333333,27.3833333333333,78.9333333333333,0.824007579246816,1.03561643835616,1.03561643835616,8.00188375,5.1,16.2,1,2,1.0,2,2,1,1,1,1,1.0,0
74208,5065,2,bus,0,1,1,1,0,0,20.2666666666667,34.0,18.8166666666667,20.2666666666667,22.8166666666667,81.3166666666667,8.94478133156226,1.03561643835616,1.03561643835616,8.33334666666667,4.0166666666667,23.8,1,2,2.0,2,2,1,1,1,1,1.0,0
74428,5066,2,bus,0,1,1,1,0,0,22.7,26.85,19.1166666666667,22.7,26.9833333333333,84.7,1.03315592153342,1.03561643835616,1.03561643835616,9.02281958333333,7.0666666666667,28.0,1,2,1.0,2,2,1,1,1,1,1.0,0
75440,5067,2,bus,0,1,1,1,0,0,18.9666666666667,34.0,8.0,18.9666666666667,22.6666666666667,79.3666666666667,1.01730644485731,1.03561643835616,1.03561643835616,8.17675666666667,4.8,37.2333333333333,1,2,2.0,2,2,1,1,1,1,1.0,0
76099,5068,2,bus,0,1,1,1,0,0,23.1666666666667,26.95,19.1166666666667,23.1666666666667,25.65,83.3,0.961562927090784,1.03561643835616,1.03561643835616,8.73125041666667,6.15,27.6166666666666,1,2,1.0,2,2,1,1,1,1,1.0,0
56628,5069,6,walking,1,1,0,1,1,1,8.06666666666667,2.0,0.0,8.06666666666667,5.33333333333333,17.4166666666667,0.387994110589369,1.5,0.0,4.87673041666667,13.0333333333333,0.0001,3,3,4.0,6,4,2,3,0,1,1.0,1
57599,5070,1,car,1,0,0,1,1,1,5.25,0.0,0.0,5.25,6.28333333333333,23.1166666666667,0.309044188285052,0.0,0.0,4.42901833333333,0.0001,0.0001,3,3,2.0,6,4,2,3,0,1,1.0,1
57709,5071,1,car,1,1,1,1,0,0,27.4333333333333,119.416666666667,46.9666666666667,27.4333333333333,101.85,275.15,2.56218855626513,11.4,23.1,16.80951625,43.416666666666,81.8833333333333,3,3,3.0,6,4,2,3,0,1,1.0,1
57990,5072,1,car,1,1,1,1,0,0,26.1333333333333,112.683333333333,48.05,26.1333333333333,83.1833333333333,253.166666666667,3.06243388368927,11.4,29.1,18.69225875,38.65,716.45,3,3,4.0,6,4,2,3,0,1,1.0,1
58291,5073,1,car,1,1,0,1,1,0,12.6,45.0,25.2166666666667,12.6,29.3833333333333,92.75,1.09028425168951,3.4,4.6,8.66831958333334,5.3,31.0,3,3,3.0,6,4,2,3,0,1,1.0,1
58982,5074,1,car,1,1,0,1,1,0,7.81666666666667,4.26666666666667,3.23333333333333,7.81666666666667,12.55,46.1166666666667,0.469597949997205,2.3,1.5,5.32422666666667,34.2,35.25,3,3,4.0,6,4,2,3,0,1,1.0,1
59449,5075,1,car,1,1,0,1,1,0,12.3166666666667,18.0666666666667,18.0666666666667,12.3166666666667,26.0333333333333,94.4166666666667,0.908248400327526,4.6,4.6,7.77667041666667,36.5833333333333,36.5833333333333,3,3,4.0,6,4,2,3,0,1,1.0,1
59514,5076,1,car,1,1,0,1,1,0,7.93333333333333,8.4,8.4,7.93333333333333,12.5166666666667,45.9333333333333,0.467260049338731,2.3,2.3,5.32986375,3.95,3.95,3,3,4.0,6,4,2,3,0,1,1.0,1
59768,5077,1,car,1,1,1,1,0,0,51.8333333333333,89.35,61.35,51.8333333333333,178.633333333333,518.35,5.13426606915866,8.0,27.4,30.25989375,51.316666666667,56.933333333333,3,3,2.0,6,4,2,3,0,1,1.0,1
59804,5078,6,walking,0,1,0,1,1,1,8.45,2.0,0.0,8.45,5.08333333333333,17.3666666666667,0.393932354299888,1.5,0.0,4.93547208333333,12.4833333333333,0.0001,3,3,4.0,6,4,2,3,0,1,1.0,1
59922,5079,6,walking,0,0,0,1,0,1,6.05,0.0,0.0,6.05,3.83333333333333,10.5833333333333,0.242470578484563,0.0,0.0,4.10451333333333,0.0001,0.0001,3,3,2.0,6,4,2,3,0,1,1.0,1
61273,5080,1,car,1,1,0,1,1,0,15.75,20.8,15.8,15.75,32.6333333333333,104.3,1.02091204395416,2.3,2.3,8.46020958333333,28.3666666666667,35.4333333333333,3,3,2.0,6,4,2,3,0,1,1.0,1
61373,5081,1,car,1,1,1,1,0,0,43.0333333333333,58.0,39.0,43.0333333333333,143.783333333333,419.983333333333,4.49691256047616,5.7,11.4,26.3873925,26.8666666666667,34.85,3,3,2.0,6,4,2,3,0,1,1.0,1
61392,5082,6,walking,0,1,0,0,0,1,3.51666666666667,2.0,0.0,3.51666666666667,4.36666666666667,11.0666666666667,0.142803013501705,1.5,0.0,3.51565541666667,7.45,0.0001,3,3,2.0,6,4,2,3,0,1,1.0,1
61651,5083,1,car,1,1,0,1,1,0,12.9,20.0,0.0,12.9,19.0,56.8166666666667,0.6489929347046,3.8,0.0,6.35728958333333,26.9,0.0001,3,3,2.0,6,4,2,3,0,1,1.0,1
61767,5084,1,car,1,1,1,1,0,0,39.2,72.9,45.7,39.2,145.4,425.983333333333,4.57242608878404,5.7,23.1,26.3037308333333,29.833333333333,41.7333333333333,3,3,2.0,6,4,2,3,0,1,1.0,1
62146,5085,1,car,1,0,0,1,1,1,5.56666666666667,0.0,0.0,5.56666666666667,6.25,22.9666666666667,0.310805075101832,0.0,0.0,4.46779791666667,0.0001,0.0001,3,3,2.0,6,4,2,3,0,1,1.0,1
62211,5086,6,walking,0,1,0,0,0,1,2.1,2.53333333333333,2.53333333333333,2.1,3.66666666666667,14.6,0.147101285528357,1.5,1.5,3.52264333333333,2.71666666666667,2.71666666666667,3,3,4.0,6,4,2,3,0,1,1.0,1
62243,5087,6,walking,0,1,0,0,0,1,2.16666666666667,2.11666666666667,0.0,2.16666666666667,4.76666666666667,16.0666666666667,0.151933529367498,1.5,0.0,3.53725666666667,5.35,0.0001,3,3,4.0,6,4,2,3,0,1,1.0,1
64625,5088,1,car,1,1,0,1,1,0,16.1333333333333,23.2333333333333,23.2333333333333,16.1333333333333,32.15,102.616666666667,1.35291669934828,2.3,2.3,9.96700375,9.4166666666667,9.4166666666667,3,3,2.0,6,4,2,3,0,1,1.0,1
65602,5089,1,car,1,0,1,1,0,0,32.9833333333333,94.1166666666667,77.9333333333333,32.9833333333333,151.783333333333,418.016666666667,4.00568649500353,14.4,29.1,23.28341125,47.8666666666663,44.7166666666667,3,3,2.0,6,4,2,3,0,1,1.0,1
65807,5090,1,car,1,1,0,1,1,0,19.8166666666667,43.0333333333333,36.05,19.8166666666667,42.4166666666667,115.366666666667,1.2395335477101,4.6,6.9,9.62051916666667,19.4666666666667,26.45,3,3,2.0,6,4,2,3,0,1,1.0,1
66441,5091,1,car,1,1,1,1,0,0,30.9333333333333,89.7833333333333,37.9333333333333,30.9333333333333,80.6166666666667,282.8,3.03465297658345,5.7,30.7,19.001915,36.4166666666667,41.2166666666667,3,3,3.0,6,4,2,3,0,1,1.0,1
66585,5092,1,car,1,0,1,1,1,0,18.85,44.15,40.4833333333333,18.85,51.9666666666667,158.333333333333,1.79116283269376,9.1,19.8,12.3178595833333,48.15,42.75,3,3,2.0,6,4,2,3,0,1,1.0,1
67186,5093,1,car,1,1,0,1,1,0,7.76666666666667,6.21666666666667,6.21666666666667,7.76666666666667,16.8666666666667,56.8333333333333,0.548755687527444,2.3,2.3,5.72268916666667,33.7,33.7,3,3,2.0,6,4,2,3,0,1,1.0,1
67246,5094,1,car,1,1,0,1,1,1,6.76666666666667,7.95,0.0,6.76666666666667,8.55,29.15,0.327235102295964,2.3,0.0,4.62921166666667,9.7166666666667,0.0001,3,3,3.0,6,4,2,3,0,1,1.0,1
67273,5095,1,car,1,1,0,1,1,0,5.31666666666667,13.9666666666667,9.95,5.31666666666667,18.1166666666667,48.3833333333333,0.424709666276482,2.3,2.3,5.07672916666667,11.5666666666666,17.6333333333333,3,3,3.0,6,4,2,3,0,1,1.0,1
67494,5096,1,car,1,1,0,1,1,0,16.7833333333333,27.9333333333333,27.9333333333333,16.7833333333333,80.8333333333333,204.033333333333,1.77407495266133,6.9,6.9,12.3262975,39.6166666666667,39.6166666666667,3,3,4.0,6,4,2,3,0,1,1.0,1
67907,5097,1,car,1,1,0,1,1,0,16.65,92.3,0.0,16.65,44.05,145.966666666667,1.53003368335467,8.7,0.0,11.1310433333333,108.75,0.0001,3,3,4.0,6,4,2,3,0,1,1.0,1
68503,5098,1,car,1,1,0,1,1,0,7.85,8.4,8.4,7.85,12.5,45.85,0.466338428947842,2.3,2.3,5.31791833333333,4.0333333333333,4.0333333333333,3,3,2.0,6,4,2,3,0,1,1.0,1
68908,5099,1,car,1,1,0,1,1,0,7.5,12.4666666666667,12.4666666666667,7.5,16.6666666666667,60.7666666666667,0.586932670429159,2.3,2.3,5.94869208333333,24.7,24.7,3,3,4.0,6,4,2,3,0,1,1.0,1
69188,5100,6,walking,0,1,0,1,1,1,5.41666666666667,14.6833333333333,0.0,5.41666666666667,8.93333333333333,35.0833333333333,0.37340074434598,4.6,0.0,4.82100041666667,27.7666666666667,0.0001,3,3,4.0,6,4,2,3,0,1,1.0,1
69342,5101,1,car,1,1,0,1,1,0,7.71666666666667,5.35,5.35,7.71666666666667,12.5,45.9,0.466996276437534,2.3,2.3,5.30619666666667,21.2666666666667,21.2666666666667,3,3,4.0,6,4,2,3,0,1,1.0,1
69635,5102,1,car,1,0,1,1,0,0,44.2166666666667,75.8,54.8,44.2166666666667,175.65,511.616666666667,5.10806566364479,10.3,18.7,29.3697791666667,49.8,58.95,3,3,2.0,6,4,2,3,0,1,1.0,1
69894,5103,1,car,1,1,1,1,0,0,33.4166666666667,57.7166666666667,54.2,33.4166666666667,113.283333333333,408.616666666667,4.53806484583384,5.7,23.8,26.1378666666667,17.3166666666666,66.066666666667,3,3,2.0,6,4,2,3,0,1,1.0,1
70049,5104,1,car,1,1,1,1,0,0,35.7833333333333,59.6833333333333,66.4,35.7833333333333,122.75,414.666666666667,4.60668653162323,5.7,24.6,26.506875,14.7,39.6,3,3,2.0,6,4,2,3,0,1,1.0,1
71315,5105,1,car,1,1,1,1,0,0,43.15,94.8333333333333,64.8,43.15,177.4,511.966666666667,5.01973818373012,10.3,23.9,28.9463283333333,31.0499999999997,44.8,3,3,2.0,6,4,2,3,0,1,1.0,1
71750,5106,1,car,1,1,1,1,0,0,34.4,67.0833333333333,39.0333333333333,34.4,139.616666666667,415.683333333333,4.36597772307765,5.7,17.1,25.0701995833333,26.1166666666667,29.15,3,3,2.0,6,4,2,3,0,1,1.0,1
71798,5107,1,car,1,1,1,1,1,0,16.8,20.0,16.9666666666667,16.8,33.0,104.016666666667,0.973941141980977,2.3,12.7,8.39764708333333,8.8333333333333,31.1666666666666,3,3,4.0,6,4,2,3,0,1,1.0,1
72298,5108,1,car,1,1,0,1,1,0,7.65,5.35,5.35,7.65,12.5166666666667,45.9166666666667,0.467172125480558,2.3,2.3,5.30033583333333,21.2333333333333,21.2333333333333,3,3,4.0,6,4,2,3,0,1,1.0,1
72459,5109,1,car,1,1,1,1,0,0,37.45,97.6,63.8333333333333,37.45,178.2,512.616666666667,5.03849334082851,8.0,27.4,28.3878495833333,48.466666666667,40.8666666666667,3,3,2.0,6,4,2,3,0,1,1.0,1
73198,5110,1,car,1,1,0,1,1,1,6.51666666666667,5.0,0.0,6.51666666666667,9.45,24.3833333333333,0.286247421686822,1.5,0.0,4.35414041666667,10.3,0.0001,3,3,2.0,6,4,2,3,0,1,1.0,1
73984,5111,1,car,1,0,0,1,0,0,42.8333333333333,34.45,34.45,42.8333333333333,101.266666666667,325.15,3.22577884734191,5.7,5.7,20.8722675,21.7333333333333,21.7333333333333,3,3,3.0,6,4,2,3,0,1,1.0,1
73385,5112,1,car,1,1,0,1,1,0,8.16666666666667,6.1,6.1,8.16666666666667,12.5333333333333,46.0666666666667,0.469719395023762,2.3,2.3,5.35912916666667,21.4666666666667,21.4666666666667,3,3,4.0,6,4,2,3,0,1,1.0,1
73982,5113,1,car,1,1,0,1,1,0,15.8,23.4,23.4,15.8,32.65,104.1,1.02259920104225,2.3,2.3,8.46971083333333,10.9,10.9,3,3,2.0,6,4,2,3,0,1,1.0,1
73980,5114,1,car,1,1,1,1,0,0,47.8333333333333,59.65,44.0,47.8333333333333,143.15,415.866666666667,4.39453160343872,5.7,17.1,26.47337375,24.1333333333333,20.9666666666667,3,3,2.0,6,4,2,3,0,1,1.0,1
73978,5115,1,car,1,1,0,1,1,1,7.3,19.85,0.0,7.3,12.5,32.4666666666667,0.348818225696766,3.8,0.0,4.69117208333333,12.7666666666667,0.0001,3,3,2.0,6,4,2,3,0,1,1.0,1
74742,5116,1,car,1,0,0,1,0,0,38.0166666666667,33.95,22.4666666666667,38.0166666666667,110.083333333333,330.45,3.15255350791073,5.7,4.9,20.1782241666667,14.2833333333333,30.4333333333333,3,3,3.0,6,4,2,3,0,1,1.0,1
74815,5117,1,car,1,0,1,1,1,0,21.1,76.5166666666667,61.9666666666667,21.1,69.65,185.1,2.20959371548349,9.1,31.0,13.9673620833333,23.4666666666666,63.8166666666663,3,3,4.0,6,4,2,3,0,1,1.0,1
75130,5118,1,car,1,1,0,1,1,0,18.45,34.45,34.45,18.45,58.9833333333333,188.333333333333,1.79415555952355,5.7,5.7,12.4737908333333,293.916666666667,293.916666666667,3,3,4.0,6,4,2,3,0,1,1.0,1
75377,5119,1,car,1,1,1,1,0,0,44.8833333333333,89.35,61.35,44.8833333333333,178.6,518.183333333333,5.13664418106541,8.0,27.4,29.55724375,51.15,56.766666666667,3,3,2.0,6,4,2,3,0,1,1.0,1
75389,5120,6,walking,0,1,0,0,0,1,2.23333333333333,2.0,0.0,2.23333333333333,3.33333333333333,9.05,0.109471292362491,1.5,0.0,3.31069,5.23333333333333,0.0001,3,3,2.0,6,4,2,3,0,1,1.0,1
75988,5121,1,car,1,1,0,1,1,1,10.4333333333333,7.0,0.0,10.4333333333333,11.8333333333333,34.1333333333333,0.40970538251318,2.3,0.0,5.17571875,19.2333333333333,0.0001,3,3,2.0,6,4,2,3,0,1,1.0,1
76305,5122,1,car,1,1,0,1,1,0,9.03333333333333,12.3666666666667,6.36666666666667,9.03333333333333,12.9833333333333,42.6666666666667,0.614135768684745,2.3,2.3,5.42754,10.0333333333333,12.3166666666666,3,3,3.0,6,4,2,3,0,1,1.0,1
76336,5123,6,walking,0,1,0,1,0,1,10.4166666666667,0.983333333333333,0.0,10.4166666666667,4.98333333333333,14.05,1.95387856174119,1.5,0.0,4.89684791666667,10.0333333333334,0.0001,3,3,3.0,6,4,2,3,0,1,1.0,1
76484,5124,6,walking,0,1,0,1,0,1,7.08333333333333,2.0,0.0,7.08333333333333,2.38333333333333,7.28333333333333,0.416339345371985,1.5,0.0,4.10102375,3.78333333333333,0.0001,3,3,4.0,6,4,2,3,0,1,1.0,1
57203,5125,1,car,1,1,1,1,0,0,24.1333333333333,42.7,20.0,24.1333333333333,52.4666666666667,188.2,1.94207382645224,5.3,9.0,13.4472775,14.1,55.1,1,1,4.0,4,1,1,2,0,1,1.0,1
57771,5126,1,car,1,1,1,1,0,0,16.1666666666667,21.1833333333333,12.0,16.1666666666667,34.0833333333333,119.966666666667,1.52610087630973,3.0,4.5,9.70784541666667,11.0333333333334,41.25,1,1,3.0,4,1,1,2,0,1,1.0,1
57955,5127,1,car,1,1,0,1,0,0,8.3,9.0,9.0,8.3,18.15,49.3,0.531517689114467,2.3,2.3,5.63585708333333,15.7333333333333,15.7333333333333,1,1,3.0,4,1,1,2,0,1,1.0,1
59193,5128,1,car,1,1,1,1,0,0,15.75,12.6333333333333,4.0,15.75,25.7666666666667,81.9833333333333,2.42384537140466,3.8,2.9,7.72937583333333,39.2833333333334,51.15,1,1,4.0,4,1,1,2,0,1,1.0,1
62582,5129,2,bus,1,1,0,1,0,1,8.86666666666667,10.0,0.0,8.86666666666667,5.26666666666667,25.25,0.250802832937028,1.5,0.0,4.60717166666667,3.2833333333333,0.0001,1,1,2.0,4,1,1,2,0,1,1.0,1
62654,5130,2,bus,0,1,0,1,0,0,13.25,18.4333333333333,9.0,13.25,14.2833333333333,46.6833333333333,3.65628754614692,2.3,2.3,6.55022333333333,6.1833333333334,14.0,1,1,2.0,4,1,1,2,0,1,1.0,1
63426,5131,6,walking,0,1,0,1,0,1,12.5,2.0,0.0,12.5,3.41666666666667,10.4666666666667,0.67756067124741,1.5,0.0,4.88331083333333,8.7333333333333,0.0001,1,1,2.0,4,1,1,2,0,1,1.0,1
63825,5132,2,bus,0,1,1,1,0,0,8.05,14.0,8.0,8.05,21.5666666666667,64.1666666666667,0.611884724740114,2.3,4.5,6.01673708333333,3.35,28.2,1,1,1.0,4,1,1,2,0,1,1.0,1
67465,5133,1,car,1,1,1,1,0,0,13.6666666666667,38.1666666666667,29.3833333333333,13.6666666666667,34.8166666666667,96.0166666666667,0.878371533488468,6.1,14.3,7.69234291666667,21.1,42.8833333333334,1,1,3.0,4,1,1,2,0,1,1.0,1
69278,5134,2,bus,0,1,0,1,0,0,13.05,18.0,18.0,13.05,26.6333333333333,77.3,0.907599315038999,2.3,2.3,7.72492583333333,4.1166666666667,4.1166666666667,1,1,1.0,4,1,1,2,0,1,1.0,1
72260,5135,1,car,1,1,1,1,0,0,21.8666666666667,39.7,20.0,21.8666666666667,52.5166666666667,188.366666666667,1.94411646102416,5.3,9.0,13.2212654166667,16.2666666666667,53.2666666666667,1,1,4.0,4,1,1,2,0,1,1.0,1
72370,5136,1,car,1,1,1,1,0,0,21.5833333333333,38.75,33.0,21.5833333333333,63.6166666666667,192.083333333333,1.97536234115749,5.3,14.7,13.3278875,24.75,46.4833333333333,1,1,2.0,4,1,1,2,0,1,1.0,1
73121,5137,6,walking,0,1,0,0,0,1,3.66666666666667,1.0,0.0,3.66666666666667,4.03333333333333,7.75,0.4067057074922,1.5,0.0,3.48726791666667,6.5,0.0001,1,1,3.0,4,1,1,2,0,1,1.0,1
74161,5138,2,bus,0,1,1,1,0,0,12.55,21.55,8.0,12.55,28.7333333333333,75.5,0.800515131495876,2.3,4.5,7.09406583333333,12.1666666666667,25.6666666666667,1,1,1.0,4,1,1,2,0,1,1.0,1
57344,5139,6,walking,1,1,0,1,0,1,5.41666666666667,5.0,0.0,5.41666666666667,5.21666666666667,11.3666666666667,0.900963565907286,0.69041095890411,0.0,3.90490541666667,5.9833333333333,0.0001,1,3,2.0,2,4,1,2,1,1,1.0,1
57343,5140,2,bus,0,1,1,1,0,0,33.15,73.4166666666667,55.4666666666667,33.15,72.2666666666667,250.866666666667,4.00476681520414,0.69041095890411,2.07123287671233,23.3179995833333,14.75,32.1833333333333,1,3,1.0,2,4,1,2,1,1,1.0,1
57342,5141,6,walking,0,0,0,1,0,1,6.2,0.0,0.0,6.2,3.03333333333333,11.5166666666667,0.282717049963605,0.0,0.0,4.32557208333333,0.0001,0.0001,1,3,1.0,2,4,1,2,1,1,1.0,1
57341,5142,1,car,1,1,0,1,0,0,20.9166666666667,20.2333333333333,20.2333333333333,20.9166666666667,58.0666666666667,177.616666666667,1.69791233671841,0.69041095890411,2.07123287671233,11.9991941666667,7.9166666666667,7.9166666666667,1,3,4.0,2,4,1,2,1,1,1.0,1
57711,5143,1,car,1,1,0,1,0,1,5.33333333333333,0.8,0.0,5.33333333333333,3.8,14.5333333333333,0.239169369097061,0.517808219178082,0.0,4.08891875,13.7666666666667,0.0001,1,3,4.0,2,4,1,2,1,1,1.0,1
58330,5144,1,car,1,1,1,1,0,0,33.8666666666667,55.0,61.3666666666667,33.8666666666667,80.9,257.433333333333,3.94081732610103,0.517808219178082,2.07123287671233,16.7395579166667,16.0,41.1333333333333,1,3,2.0,2,4,1,2,1,1,1.0,1
59711,5145,2,bus,0,1,0,1,0,0,33.2166666666667,43.1666666666667,43.1666666666667,33.2166666666667,73.65,255.666666666667,3.30102843639254,0.517808219178082,2.07123287671233,17.0818691666667,12.9333333333333,12.9333333333333,1,3,4.0,2,4,1,2,1,1,1.0,1
58734,5146,4,taxi,0,1,0,1,0,1,10.65,4.0,0.0,10.65,6.31666666666667,21.0833333333333,5.56504710746493,0.517808219178082,0.0,6.14660083333333,16.3,0.0001,1,3,3.0,2,4,1,2,1,1,1.0,1
58733,5147,4,taxi,0,1,1,1,0,0,29.1833333333333,75.3666666666667,60.75,29.1833333333333,73.1166666666667,255.3,2.64957919196678,2.07123287671233,2.07123287671233,16.72972,55.3333333333333,37.2666666666667,1,3,1.0,2,4,1,2,1,1,1.0,1
59746,5148,1,car,1,1,1,1,0,0,33.0666666666667,64.0,57.5333333333333,33.0666666666667,73.0,257.45,3.7565209353841,1.03561643835616,1.03561643835616,21.6873279166667,12.7333333333333,29.65,1,3,2.0,2,4,1,2,1,1,1.0,1
60592,5149,1,car,1,1,1,1,0,0,32.8833333333333,77.0,46.5833333333333,32.8833333333333,100.766666666667,259.133333333333,2.45781221478231,1.03561643835616,1.03561643835616,16.71948375,19.35,26.55,1,3,4.0,2,4,1,2,1,1,1.0,1
61099,5150,2,bus,1,1,1,1,0,0,34.5333333333333,64.0,57.5333333333333,34.5333333333333,74.3333333333333,260.133333333333,4.15020219621726,0.69041095890411,1.03561643835616,23.62852,14.95,31.5666666666667,1,3,2.0,2,4,1,2,1,1,1.0,1
61808,5151,6,walking,0,1,0,1,0,1,7.71666666666667,2.0,0.0,7.71666666666667,3.05,6.63333333333333,0.787650359740175,0.69041095890411,0.0,4.58995041666667,5.6,0.0001,1,3,3.0,2,4,1,2,1,1,1.0,1
61976,5152,2,bus,0,1,1,1,0,0,32.2833333333333,75.5,64.0833333333333,32.2833333333333,77.2833333333333,256.783333333333,3.88507853232973,0.69041095890411,1.03561643835616,22.7064475,10.2333333333333,22.6166666666667,1,3,1.0,2,4,1,2,1,1,1.0,1
62577,5153,2,bus,1,1,1,1,0,0,36.5833333333333,64.0,57.5333333333333,36.5833333333333,75.1333333333333,262.95,12.1404345834383,1.03561643835616,1.03561643835616,23.98403375,18.1166666666667,34.0333333333334,1,3,2.0,2,4,1,2,1,1,1.0,1
63467,5154,2,bus,0,1,1,1,0,0,38.15,80.4166666666667,62.9166666666667,38.15,79.7333333333333,259.866666666667,4.13769738740349,1.03561643835616,1.03561643835616,24.2175545833333,12.1,26.55,1,3,1.0,2,4,1,2,1,1,1.0,1
64637,5155,2,bus,1,1,1,1,0,0,37.5666666666667,73.0,59.15,37.5666666666667,75.1333333333333,262.8,12.1332319685938,1.03561643835616,1.03561643835616,24.0648891666667,11.3833333333333,33.6166666666667,1,3,2.0,2,4,1,2,1,1,1.0,1
64805,5156,6,walking,0,0,0,1,0,1,5.85,0.0,0.0,5.85,3.3,5.46666666666667,1.95485010846575,0.0,0.0,3.76989583333333,0.0001,0.0001,1,3,4.0,2,4,1,2,1,1,1.0,1
65960,5157,4,taxi,0,1,1,1,0,0,28.9166666666667,49.3666666666667,56.5333333333333,28.9166666666667,79.9833333333333,258.7,2.64307902289434,1.03561643835616,1.03561643835616,16.8020679166667,6.55,25.95,1,3,1.0,2,4,1,2,1,1,1.0,1
65959,5158,4,taxi,0,1,1,1,0,0,30.7,57.0,66.0,30.7,73.0333333333333,259.8,3.98670502558901,1.03561643835616,2.07123287671233,22.9244033333333,10.5666666666667,25.3666666666667,1,3,1.0,2,4,1,2,1,1,1.0,1
66355,5159,6,walking,1,0,0,1,0,1,9.03333333333333,0.0,0.0,9.03333333333333,1.6,5.4,0.663381104187547,0.0,0.0,4.81729625,0.0001,0.0001,1,3,3.0,2,4,1,2,1,1,1.0,1
66613,5160,2,bus,1,1,0,1,0,0,28.9833333333333,29.0,27.0,28.9833333333333,59.5333333333333,181.633333333333,1.79668479623658,1.03561643835616,2.07123287671233,13.07061125,2.5833333333333,3.0333333333333,1,3,4.0,2,4,1,2,1,1,1.0,1
67215,5161,4,taxi,0,1,0,1,0,0,25.4333333333333,26.25,26.25,25.4333333333333,50.65,167.133333333333,1.76324397580106,1.03561643835616,2.07123287671233,12.609,18.3166666666667,18.3166666666667,1,3,1.0,2,4,1,2,1,1,1.0,1
67499,5162,1,car,1,1,1,1,0,0,41.6666666666667,125.166666666667,111.466666666667,41.6666666666667,162.683333333333,576.4,6.43527081879841,1.03561643835616,2.07123287671233,35.3090641666667,82.216666666666,61.983333333333,1,3,4.0,2,4,1,2,1,1,1.0,1
71003,5163,2,bus,1,1,1,1,0,0,35.7666666666667,64.0,57.5333333333333,35.7666666666667,73.3166666666667,258.383333333333,4.15437516154928,1.03561643835616,1.03561643835616,23.6474754166667,13.05,31.9166666666667,1,3,2.0,2,4,1,2,1,1,1.0,1
72215,5164,2,bus,0,1,1,1,0,0,27.9,55.2166666666667,53.5333333333333,27.9,70.8833333333333,249.65,3.91930734726842,1.03561643835616,1.03561643835616,22.3597545833333,16.45,38.9,1,3,1.0,2,4,1,2,1,1,1.0,1
72767,5165,2,bus,0,1,1,1,0,0,34.3666666666667,42.0,62.8,34.3666666666667,83.3833333333333,245.016666666667,11.5759556678888,0.69041095890411,2.07123287671233,21.5186166666667,9.5,27.2333333333333,1,3,2.0,2,4,1,2,1,1,1.0,1
73196,5166,6,walking,0,1,0,1,0,1,10.65,5.0,0.0,10.65,7.48333333333333,17.9666666666667,6.66974249113467,0.69041095890411,0.0,5.16291708333333,9.45,0.0001,1,3,4.0,2,4,1,2,1,1,1.0,1
74131,5167,2,bus,0,1,0,1,0,0,29.8666666666667,48.35,43.2333333333333,29.8666666666667,77.4166666666667,250.3,2.43679034619574,0.69041095890411,2.07123287671233,16.0805979166667,11.6666666666667,19.7333333333334,1,3,1.0,2,4,1,2,1,1,1.0,1
74123,5168,2,bus,0,1,1,1,0,0,34.5666666666667,73.0,57.5333333333333,34.5666666666667,75.9833333333333,268.8,12.0888688726,0.517808219178082,2.07123287671233,23.6158904166667,7.4166666666667,39.7,1,3,2.0,2,4,1,2,1,1,1.0,1
74556,5169,2,bus,0,1,0,1,0,0,29.2333333333333,42.1833333333333,38.5166666666667,29.2333333333333,46.5,161.983333333333,1.52581201279873,0.517808219178082,2.07123287671233,12.132975,8.6,12.4166666666666,1,3,1.0,2,4,1,2,1,1,1.0,1
74837,5170,2,bus,0,1,0,1,0,0,11.9666666666667,22.1,20.65,11.9666666666667,24.1,87.25,0.90755896392912,0.517808219178082,2.07123287671233,7.80498041666667,7.9,9.85,1,3,1.0,2,4,1,2,1,1,1.0,1
75401,5171,2,bus,1,1,1,1,0,0,33.45,65.0,58.0,33.45,72.55,253.866666666667,9.56671647089749,2.07123287671233,2.07123287671233,21.6342320833333,7.8,23.8666666666667,1,3,2.0,2,4,1,2,1,1,1.0,1
56919,5172,2,bus,0,1,0,1,0,1,5.1,2.23333333333333,2.23333333333333,5.1,5.35,10.9833333333333,0.207795732989255,1.5,1.5,3.94149458333333,2.78333333333334,2.78333333333334,1,3,1.0,3,1,1,1,0,1,1.0,1
57699,5173,1,car,1,1,0,1,0,1,9.61666666666667,5.06666666666667,5.06666666666667,9.61666666666667,15.6666666666667,39.55,0.471530881335422,2.3,2.3,5.41974291666667,21.0166666666666,21.0166666666666,1,3,4.0,3,1,1,1,0,1,1.0,1
57906,5174,1,car,1,1,0,1,0,0,17.1333333333333,25.0,18.65,17.1333333333333,26.7833333333333,87.5166666666667,0.939779348869135,3.0,2.3,8.12450375,7.8833333333333,12.75,1,3,3.0,3,1,1,1,0,1,1.0,1
